title,url
"Strategic Integration, Embedding PDF Files into HTML to Markdown",https://github.com/yaya2devops/bachelor-guide/commit/4ab6ba098a8f90b2f85e1c9fcbb093508fed64c0
Minimal Welcome Design,https://github.com/yaya2devops/bachelor-guide/commit/78f01dc43d21574de18c323641e10f81010690d7
Strategic Asset Integration,https://github.com/yaya2devops/bachelor-guide/commit/84c6623e3a042de523b8af0047eaf773da1abbb9
"#54 The Pursuit of Student Gains, Discord",https://github.com/yaya2devops/bachelor-guide/commit/490a86088d47c93631a9e578ec61af9f181c6173
Empowering Non-Tech-Savvy Users for First-Time Success,https://github.com/yaya2devops/bachelor-guide/commit/0525682763fd3ac187d50d231c6d365412a2c9be
discord-link (#54),https://github.com/yaya2devops/bachelor-guide/commit/96ecff2dcdd33bf1f4ac8f5222885939e6a1962f
Disclaimer Internal Advertisement,https://github.com/yaya2devops/bachelor-guide/commit/9754aa7754a6893f4e378f158a8e496afe82552e
The Artist Approach to his Disclaimer Craft,https://github.com/yaya2devops/bachelor-guide/commit/11ce84329a021ff996a45dfb2a7ec31abb7f1ccb
"Disclaimer, A Community Project",https://github.com/yaya2devops/bachelor-guide/commit/5d5ded4c8432d709dac51296b27695824c25f00e
Yaya Advertisement Of 3 years of wisdom.,https://github.com/yaya2devops/bachelor-guide/commit/da23aca517762a8f237a9114f17626f5d062fe48
Established a smoother Student-Focused Internship Process,https://github.com/yaya2devops/bachelor-guide/commit/36122657b12a1d8956a2c9154e2d2b9cf28c2d7c
Achieving Optimal UX  For First Yearers,https://github.com/yaya2devops/bachelor-guide/commit/b12c4317d75ee0ddb992e7c83f432c6b38b4e711
"Seeing Success, My Perspective on Your College Experience",https://github.com/yaya2devops/bachelor-guide/commit/75c5d13c4db41f40704e048a2a249bd769d0758c
"For You, Win, DNS, HTTPs",https://github.com/yaya2devops/bachelor-guide/commit/b5b42d54e6cfe4de9284e0281385d452c44f3ba8
"Keeping this ""tempo""",https://github.com/yaya2devops/bachelor-guide/commit/c85710f7700ea1c015802764827efb9b8f4b0534
Win Your Semester!,https://github.com/yaya2devops/bachelor-guide/commit/e427d5fc83a73d724c78e5d6da8c441e47e93467
Welcoming New First Year Students!,https://github.com/yaya2devops/bachelor-guide/commit/d576ad5f8b82a43baf6ff761a266b350aa813bff
Rounding Assets and Remade UX,https://github.com/yaya2devops/bachelor-guide/commit/6a6f2af0c2cf5bd6172465b29d376e9db53facf0
Changes to Navbar and Schedule,https://github.com/yaya2devops/bachelor-guide/commit/5ac9053c7e6857b02c3e5c1dd612d748a9615607
"Time Schedule, Stay consistent.",https://github.com/yaya2devops/bachelor-guide/commit/0374f39132e83d7fd247b6ea6cbf9eddeeb4f996
All Semesters Time Schedule (#53),https://github.com/yaya2devops/bachelor-guide/commit/f0c468073077c6f400d41c0ca7ed21f6fc06822c
"Content Tweakes, Seriousness, Guiding",https://github.com/yaya2devops/bachelor-guide/commit/0211a26cc3265b5d09c4a731c260828adedf3360
Jawher accurate-color-pick-for-dark-mode (#52),https://github.com/yaya2devops/bachelor-guide/commit/9e09d6d7cab8b0332421135be4f2369ea8efb1af
Merge pull request #51 from BytM3/dev,https://github.com/yaya2devops/bachelor-guide/commit/a0e34a5c8a52f1eebb73a0041df55faf8ba08b55
time-schedule-1,https://github.com/yaya2devops/bachelor-guide/commit/93d943737a31ae91314e2b537eb0384e8693ca19
Code-Driven Academic Accelerator Unleashed,https://github.com/yaya2devops/bachelor-guide/commit/9caa0a592bdec84feed9044d2b775ba2342b3ffc
Mindful Leadership To Go Take Charge of Tomorrow,https://github.com/yaya2devops/bachelor-guide/commit/b519ba59149dd4cd64df1073d78671c32e9a1a45
Merge pull request #50 from BytM3/dev,https://github.com/yaya2devops/bachelor-guide/commit/ea6d07344bd02b13fcad1d9ef20aaf6489deae42
documentation,https://github.com/yaya2devops/bachelor-guide/commit/2e27d99bc734a5390c108496d2ba0df92959e8b5
Merge branch 'yaya2devops:main' into main,https://github.com/yaya2devops/bachelor-guide/commit/b4ef23309ae74d7113e4419f037c4b007f775d93
Asset Downsizing and Content Migration,https://github.com/yaya2devops/bachelor-guide/commit/a6b059d546bdb4f74e8d1344f8340b3d21a88e9e
features and solutions,https://github.com/yaya2devops/bachelor-guide/commit/c35e3615985097fd0d356cf6e0fe9a8cc427e95c
features and management,https://github.com/yaya2devops/bachelor-guide/commit/3cba032f42df607d7e395f376e972179aabd771f
Merge branch 'yaya2devops:main' into main,https://github.com/yaya2devops/bachelor-guide/commit/adfd20eeb6478eaad6849518202849178267f9e7
Intern Highlight and Issue Explained,https://github.com/yaya2devops/bachelor-guide/commit/bd60a9ec56c3544c385c605adf5ac1d159194416
Resolving Student Issues and A Call to Action,https://github.com/yaya2devops/bachelor-guide/commit/9a740eccab4286d1d9a1acebefbffc0ec22e452e
"ISTIC LaTeX Template, Processes, Revisions",https://github.com/yaya2devops/bachelor-guide/commit/e9d5f12611601bacde7899c386d7cf1458f34601
"Prompt Engineering In Action, Friends.",https://github.com/yaya2devops/bachelor-guide/commit/e5896c6c14fdcdbceb02e2085344f4d4a13d1678
Frequently Asked Questions Close Up,https://github.com/yaya2devops/bachelor-guide/commit/1d664bcfccfcec8ce50eac919c6f2d8e660dd22a
Evidence On Internships in Shaping Students Career,https://github.com/yaya2devops/bachelor-guide/commit/98e0822011aec12732849bbb00bcb6a6af58b296
Bachelors Guide Domain Renewal,https://github.com/yaya2devops/bachelor-guide/commit/3a1ff41be5b9175124ea67d3d9cf3867f4c7b18c
URL Redirection Fixes and Content Tweaks,https://github.com/yaya2devops/bachelor-guide/commit/070fcf66f9cc54f67c48d2ca4bc898d64033124e
schedule,https://github.com/yaya2devops/bachelor-guide/commit/1e1cf33874b91809ac451306ccac3f9b5df767a0
Merge branch 'yaya2devops:main' into main,https://github.com/yaya2devops/bachelor-guide/commit/f8d381e9c9d6cb053c930da4182149bcad573f33
Visual Fixes,https://github.com/yaya2devops/bachelor-guide/commit/c37e0544cdcdee308cc4322ea0c8f913abbc3290
"Doing The Story Part, Intial Version Included (Stale)",https://github.com/yaya2devops/bachelor-guide/commit/cd2f3110e61bbbc197b3d34571034043562f6039
Next Generation Guidance Internship Process,https://github.com/yaya2devops/bachelor-guide/commit/7ab70f8368d6814ac51c981bddf3518edee40449
LaTeX Complete Guide: Unmasking the Obvious,https://github.com/yaya2devops/bachelor-guide/commit/9e08e02e0f81bfbd3c735424cb88f1f2e0d06550
Students Internship FAQ,https://github.com/yaya2devops/bachelor-guide/commit/3b7f6a061c16b0bc7097e8c53f7c837975889932
Landing PFA To PFE,https://github.com/yaya2devops/bachelor-guide/commit/118ffbf1f0b813250ce7f1ddcd7633a42424a055
Empowering you to take charge of your own career. Now.,https://github.com/yaya2devops/bachelor-guide/commit/da5773a42447b1bc3ed6bc85d10a0cf28642d95c
Summer Intern Complete Support,https://github.com/yaya2devops/bachelor-guide/commit/99bf09db3c90bd7ab7a64c2d85c90bb9ba82354f
Next Generation Latex Content To Success,https://github.com/yaya2devops/bachelor-guide/commit/15e87874cc24f2b10af2ed5883f4d41bb27ee837
Neutral Webpage.,https://github.com/yaya2devops/bachelor-guide/commit/a0e06e5b2b89a44fc1f0c5da272919c6b067580e
Great File Fix Path,https://github.com/yaya2devops/bachelor-guide/commit/88e46fffbabce6c0b9608a70ecd7eb166763d6ff
Prompt Engineer file path,https://github.com/yaya2devops/bachelor-guide/commit/e677924dc12622fb017754e2dfe75d15bdea8038
I thought You Needed This For PFA,https://github.com/yaya2devops/bachelor-guide/commit/3496bf758fb7b9c8a69bcc50d179d7ca22835aee
Guide Design and UX,https://github.com/yaya2devops/bachelor-guide/commit/97ecd337a3a83527d003d0acdd852ddae9500684
Merge pull request #14 from yaya2devops/main,https://github.com/yaya2devops/bachelor-guide/commit/06fd7f455f37d47023be940ad3cbbccaa075c3fc
Best Intern Of Your Life!,https://github.com/yaya2devops/bachelor-guide/commit/cadc6cdebb8e05db9239879aee202c94507a7bab
Update Intern Page,https://github.com/yaya2devops/bachelor-guide/commit/3e9f76b6bb49de6aa828588685f4309f5745e598
Assets Showing in Github,https://github.com/yaya2devops/bachelor-guide/commit/468e5f995c7aa1874c7f9761cd51b318538dc782
Summer Intern touchpoints,https://github.com/yaya2devops/bachelor-guide/commit/ccfe12880de83c5cfe53d7c9ef82d5e9e0135f39
ISTIC Materials UX,https://github.com/yaya2devops/bachelor-guide/commit/061009ed8f3c248e6ba26546c173e9d325debeec
Highlight first experience,https://github.com/yaya2devops/bachelor-guide/commit/032afbbb8f284a7cb1cac333263691f6a29cf0ac
Merge pull request #13 from yaya2devops/main,https://github.com/yaya2devops/bachelor-guide/commit/ab9fd2ab0619aaa2f90d791f2016f56a2b5de698
Merge pull request #45 from BytM3/main,https://github.com/yaya2devops/bachelor-guide/commit/c0b5d4b965d120810b925f6cb7c5512d37fa6fa6
fastasfkboy,https://github.com/yaya2devops/bachelor-guide/commit/0471f6c458befa49d2b82f07510bb806183f4550
Merge pull request #44 from BytM3/main,https://github.com/yaya2devops/bachelor-guide/commit/74e2836be4fe76e41303787e66c325e6780b82e8
loader,https://github.com/yaya2devops/bachelor-guide/commit/25296e64cbb880197ff2b0631de4448ea7085e01
detach load,https://github.com/yaya2devops/bachelor-guide/commit/6a89e7a3166e06c4683369fd88bd5bc5e59eb651
update ++,https://github.com/yaya2devops/bachelor-guide/commit/e586a71dddbc2a6e23a5a75043092dccb7b56c21
upD SE: 3-4-5,https://github.com/yaya2devops/bachelor-guide/commit/7415acca1194b1a70b5938c9e1329b42a2100d7b
Merge pull request #12 from yaya2devops/main,https://github.com/yaya2devops/bachelor-guide/commit/f8ba46bc46e90c0cbb8559761dc394f7de4e2893
Merge pull request #39 from BytM3/main,https://github.com/yaya2devops/bachelor-guide/commit/f3d5a51cfd1624332a3dc5f85e58fbd03099766e
dol,https://github.com/yaya2devops/bachelor-guide/commit/480de10f0f32774bd855540ea735615b008189c2
IOT-Sem-3,https://github.com/yaya2devops/bachelor-guide/commit/b8b84b0990646b45e66dd40822ae624144da1891
Merge pull request #11 from yaya2devops/main,https://github.com/yaya2devops/bachelor-guide/commit/c89d28fcdde1455e4fcf865023b803e741e4c6bc
Forgot my draft Here,https://github.com/yaya2devops/bachelor-guide/commit/95f4c39212b3baf0b65d7f78ec4368c8c87aaa0c
Forgot my draft here,https://github.com/yaya2devops/bachelor-guide/commit/7c41883aed0fd65e59b63919de208c767e2c5291
Direct Image Connection,https://github.com/yaya2devops/bachelor-guide/commit/32215e29229076401f684c59b5786e4bcdebdece
Docker Support and Updates,https://github.com/yaya2devops/bachelor-guide/commit/c574cfa8e5dc2a26d772c0384899b4f5714ca76b
Typo for valuable reason.,https://github.com/yaya2devops/bachelor-guide/commit/755773e99bc722144e6a5989817885bd7e7f4aff
Materials for students,https://github.com/yaya2devops/bachelor-guide/commit/6ede119b088eb48b60b13fedfbc3f37c79e33f00
Compressed Value,https://github.com/yaya2devops/bachelor-guide/commit/0b54cdaabb7b97a0df7cb28650453ec9f51c69f0
Update: Materials adjust,https://github.com/yaya2devops/bachelor-guide/commit/91c1970b889f3df7c4414ef46a68929025f61f6c
High quality Content direction,https://github.com/yaya2devops/bachelor-guide/commit/73fb89f31704bb6e2dcab014200ec6d28ae42ba9
Connect with others,https://github.com/yaya2devops/bachelor-guide/commit/5a1620c43063483c524549e3df0eae0c682146b6
Join: Highlight Discord,https://github.com/yaya2devops/bachelor-guide/commit/e2ff3a0ab85436ecd9ad5abb49c0dd2362436348
Contact Us,https://github.com/yaya2devops/bachelor-guide/commit/949c3a7a0363eab37e5dc859fff34fec60859422
salut,https://github.com/yaya2devops/bachelor-guide/commit/e36bcd42c41fe422edda44b952f26dc8a6797ff2
Hi,https://github.com/yaya2devops/bachelor-guide/commit/6c75abe26854777f70bf1d05cfde955705d70ffd
This is the required welcome,https://github.com/yaya2devops/bachelor-guide/commit/cdebc05bfd7699aef93e2e589899cccb9a53afe2
minimize work,https://github.com/yaya2devops/bachelor-guide/commit/86061854c8b1d8071e59c0264f9b7d48a5ae2c4f
Aligned To structure,https://github.com/yaya2devops/bachelor-guide/commit/f44f2f8a795ecb3fc53b2d2f305a0a7c66ec8979
Okay better!,https://github.com/yaya2devops/bachelor-guide/commit/a6a203243c78d4a6bf9e79550694164c1a160d13
Merge pull request #35 from BytM3/main,https://github.com/yaya2devops/bachelor-guide/commit/0521f36fd5159dea0d2b272c238e1a9226c108b0
hii,https://github.com/yaya2devops/bachelor-guide/commit/3c7bafef4e11ae0ff91c4b20b157b513fd358a27
nice,https://github.com/yaya2devops/bachelor-guide/commit/91d41395e7b3905510e00b77c068784b4f08016d
nice,https://github.com/yaya2devops/bachelor-guide/commit/76e37683bab5cdede96647b074ee9fd90a92f322
discord updated,https://github.com/yaya2devops/bachelor-guide/commit/72bd65aacef93f549fb9c3a941f163d813453575
more,https://github.com/yaya2devops/bachelor-guide/commit/b6539070c44583a5ba19858c8cf41c1982236e0d
80,https://github.com/yaya2devops/bachelor-guide/commit/e0e3bad821ea8fc85261c237a147e3dc81bd5ad5
LEFT,https://github.com/yaya2devops/bachelor-guide/commit/8ed3e1c930cc23b8a277521bcb6ea031d2b6acf4
essay,https://github.com/yaya2devops/bachelor-guide/commit/6de7c2d9e093bdad86cf48f8aff080063e454ba0
lets,https://github.com/yaya2devops/bachelor-guide/commit/354bed1ddefb63a9460e3ce1a3a57dcb3117ca32
yeah,https://github.com/yaya2devops/bachelor-guide/commit/b9ca867d6048df7aa892007b267368c769b1fc04
idk checking,https://github.com/yaya2devops/bachelor-guide/commit/adeb0dc1f03539c790efdfdf63f74a1123e19a1c
viser a oldversion.computer-eng,https://github.com/yaya2devops/bachelor-guide/commit/ff0a58a2b2ff476b50e74e61a0572f5b478df4e7
old version update URL - subdomain next,https://github.com/yaya2devops/bachelor-guide/commit/dbebecbc21f27e243f09a7a4e65c846d083f227b
FR archive banner,https://github.com/yaya2devops/bachelor-guide/commit/00b7dfe23a9c712f01b0b896a5b1136b651b563b
mutuel,https://github.com/yaya2devops/bachelor-guide/commit/5674be969594fc936e769b8d184b74a779ccb521
inspire,https://github.com/yaya2devops/bachelor-guide/commit/9019ebd57a710450ae724ea7c7520aecb9976e3c
Mobile,https://github.com/yaya2devops/bachelor-guide/commit/290c43d84b88318bcd305aad8622c571ab27f7d6
longer for style,https://github.com/yaya2devops/bachelor-guide/commit/e0bed5092bfaeac5721046ff062e395d62a4cf9e
good,https://github.com/yaya2devops/bachelor-guide/commit/134d35c70b1a584c41bbe439dc00933dcd45058e
phone conditions.,https://github.com/yaya2devops/bachelor-guide/commit/f9d5b5a479f18cd67339673d8b91461d9644b931
banner fr and link people once more,https://github.com/yaya2devops/bachelor-guide/commit/29e495e9970215511666af64ad74b90f9076a452
materials page is now translated,https://github.com/yaya2devops/bachelor-guide/commit/199a7bef5b34ccbb577fd5b46c2d74926ae0ffed
Oki,https://github.com/yaya2devops/bachelor-guide/commit/ad69b1c8051c1914309aeb818abc88a9a72e6d70
remove node modules,https://github.com/yaya2devops/bachelor-guide/commit/522937c08a5f3fa688afadacca84377e8e9d6592
Merge branch 'main' of https://github.com/Y4HYA4/TheRealBachelorsDocs,https://github.com/yaya2devops/bachelor-guide/commit/8ffaa65f011a2adb8971c4c44050913a68e88f28
gr8,https://github.com/yaya2devops/bachelor-guide/commit/151c7329fa2d07ed5922ff520cfe5103649a4822
indeed,https://github.com/yaya2devops/bachelor-guide/commit/4bac39f67e3d955ac584ba7236d8117bba851f6c
great,https://github.com/yaya2devops/bachelor-guide/commit/0c64c6cf11884c90192f1fc147e7045cad5af4e3
"This is fixed but also, 60 days-streak.",https://github.com/yaya2devops/bachelor-guide/commit/4af36db9ded048b73800558856b2eea279e9b70c
facts,https://github.com/yaya2devops/bachelor-guide/commit/58b4d2fd06414545fddc010b9b5c73a0c2435086
auto,https://github.com/yaya2devops/bachelor-guide/commit/01eed9188d67e007a76d25b630b73598ccad8ef2
fits,https://github.com/yaya2devops/bachelor-guide/commit/09b177e7d8a4394044adbdb90d137ffa78dedf5c
good,https://github.com/yaya2devops/bachelor-guide/commit/14dd262e6ef8e75515fd4ad5d0bd7da52b8852c0
checked,https://github.com/yaya2devops/bachelor-guide/commit/d79bf2e5609dcdd300ab2cdcb18cf0c09d8e5fd4
Merge branch 'main' of https://github.com/Y4HYA4/TheRealBachelorsDocs,https://github.com/yaya2devops/bachelor-guide/commit/e0b5f466d7cb4aad89b2347929c51bc9e7e83fa5
docker,https://github.com/yaya2devops/bachelor-guide/commit/ccd624b4f9b4815d9d34a5c6300fdef47b03bf7e
Good,https://github.com/yaya2devops/bachelor-guide/commit/8fa25f87b4f395c9e6f8ca8726f908eb565aed80
ok,https://github.com/yaya2devops/bachelor-guide/commit/fe9499e378e44bdd851872a56e73c18234894d68
Merge pull request #31 from Y4HYA4/all-contributors/add-BytM3,https://github.com/yaya2devops/bachelor-guide/commit/a10ff4627d3dbc48d744914e6f7d02640bf42c6b
docs: create .all-contributorsrc [skip ci],https://github.com/yaya2devops/bachelor-guide/commit/ba70854aaf05b68a1962d3e2663df0ec8c8b6c85
docs: update README.md [skip ci],https://github.com/yaya2devops/bachelor-guide/commit/8c558a9f20de8ddf6a82c1798f95704748e6f349
test,https://github.com/yaya2devops/bachelor-guide/commit/28e09ab83f4e4f03d54d2469257b27aafb3bcd06
Merge branch 'main' of https://github.com/Y4HYA4/TheRealBachelorsDocs,https://github.com/yaya2devops/bachelor-guide/commit/366d55a696c0dcb02d84e209e75da80af3692d00
newchanges,https://github.com/yaya2devops/bachelor-guide/commit/f46f6853c4a81c70549dc69e549f3ffaf4b81b34
Important,https://github.com/yaya2devops/bachelor-guide/commit/80e3724da5d0f22e630c316c42248d79e8528f51
up,https://github.com/yaya2devops/bachelor-guide/commit/f34702f54039682bacf1f899b0bf0428ae01a612
up,https://github.com/yaya2devops/bachelor-guide/commit/c71c7b99c0ea28e64c4849d00df2b626aecca1f8
done pdf rather than word,https://github.com/yaya2devops/bachelor-guide/commit/c7a9dfde5a6a99e5aa230606d250365cd5e966dd
pd,https://github.com/yaya2devops/bachelor-guide/commit/884412d89f656e706400add57beeb6c7ad26d6d3
pdf,https://github.com/yaya2devops/bachelor-guide/commit/6db6238411e1237c2a1a78f36ea75d12db718a99
<b>,https://github.com/yaya2devops/bachelor-guide/commit/67ee80af5b0def5e0915e4d48c78c3971144260a
big up,https://github.com/yaya2devops/bachelor-guide/commit/215500d2b8f6f22d758ae3b227901cf267d6a6ba
ok for now,https://github.com/yaya2devops/bachelor-guide/commit/dd3153db7007ad2a6808d3e6a1fe9ff9e586c1e4
Students initiatives got get better design,https://github.com/yaya2devops/bachelor-guide/commit/f6061ef781578f5f7e601333dfcf0ce5cc635ba5
Older version,https://github.com/yaya2devops/bachelor-guide/commit/122dd0b4ffdd12bdb2afdd244d146a6fd8e7acdf
Old,https://github.com/yaya2devops/bachelor-guide/commit/e37f0e9addb4998ed06ed66a8b62f4eac8aaf2ea
Link left,https://github.com/yaya2devops/bachelor-guide/commit/405ef2eb24017283df98ef2772ab80223b360c33
Lets,https://github.com/yaya2devops/bachelor-guide/commit/360ed918e250550f9210a872a7eccbab44960271
Guided,https://github.com/yaya2devops/bachelor-guide/commit/c0274c634de47b1ba03e364c9dcdd27ea56cacb8
Guide,https://github.com/yaya2devops/bachelor-guide/commit/b4bed8672e851e89d264db5d2c6ac14bc2efd133
Yep,https://github.com/yaya2devops/bachelor-guide/commit/71f86ce3d88364cecdba0bbead798fd2ade7815c
From Phone stuff ;)),https://github.com/yaya2devops/bachelor-guide/commit/ebf268527d517c5f4fc85d417f57696b9fc4d18c
Edit,https://github.com/yaya2devops/bachelor-guide/commit/9385d6aae341dbba6e56afc68f956fdf5b815394
Checked,https://github.com/yaya2devops/bachelor-guide/commit/b807e153cc868d0e8c2410e8f7c1009f9497e132
Fr!,https://github.com/yaya2devops/bachelor-guide/commit/cc4e99626af5e9abcbe7e90d66569794d1219035
FR added,https://github.com/yaya2devops/bachelor-guide/commit/096cc56470fcd341e278a7fdef0c29d18174f2f1
French welcome.,https://github.com/yaya2devops/bachelor-guide/commit/b70ddc00566b74aa03c4873443f6a32646d37c1d
decrease,https://github.com/yaya2devops/bachelor-guide/commit/15d602172c2478b3c547b9a033df37f92129e822
Labs,https://github.com/yaya2devops/bachelor-guide/commit/06d4641d33066c6f9e1b57e41258a24aa2efeede
To config,https://github.com/yaya2devops/bachelor-guide/commit/a3c343fd6d27e944179eea5ace7bf174909cd637
Naming,https://github.com/yaya2devops/bachelor-guide/commit/0a8133936b91f942a7fe17d117b0a732aa29d133
Let that big,https://github.com/yaya2devops/bachelor-guide/commit/3a8776ee93964ebbfe8d74aa5f8692cecb2be4f5
Up,https://github.com/yaya2devops/bachelor-guide/commit/74a300b293d74b68d3841a4cc88a3ff1103754b4
Roll back,https://github.com/yaya2devops/bachelor-guide/commit/353e7b1d0d073b75617a9315b439afeb7a422f1e
check,https://github.com/yaya2devops/bachelor-guide/commit/1fc55949e3caf00ff00a474e0d7fa6282caa7797
Bonuses,https://github.com/yaya2devops/bachelor-guide/commit/0f1179e2c5253a955f4cb75ee44e06d3461ffe9b
For now,https://github.com/yaya2devops/bachelor-guide/commit/1d9e8834d4d5d7765dc313ed702018906e5bee17
Let it shine,https://github.com/yaya2devops/bachelor-guide/commit/ec16e1552ad403a35473c60e0dfb33bba07274d4
upd,https://github.com/yaya2devops/bachelor-guide/commit/dbcac913a69e0df4ad43eb7c858be52d8b854f48
